LP,Ebene3_ID,Ebene2_ID,Ebene1_ID,Bezeichnung,Ebene3_Name,Ebene2_Name,Ebene1_Name,Kapitel/Titel
D13020,D130,D1,D,Forschung unter Weltraumbedingungen - Biowissenschaften und Medizin,Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13030,D130,D1,D,Forschung unter Weltraumbedingungen - Entwicklung und Bau von Experimentanlagen,Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13040,D130,D1,D,Forschung unter Weltraumbedingungen - Flugprogramme,Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13060,D130,D1,D,Übergreifendes und Sonstiges im Rahmen der Forschung unter Weltraumbedingungen,Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13080,D130,D1,D,Studien im Rahmen der Forschung unter Weltraumbedingungen,Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13091,D130,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D13092,D130,D1,D,Beratungsgremien (SK),Forschung unter Weltraumbedingungen,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14010,D140,D1,D,Antriebstechnologie,Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14020,D140,D1,D,"Strukturen, Bauweisen und Treibstofftanks",Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14030,D140,D1,D,Wiedereintrittstechnologie für wiederverwendbare Trägersysteme,Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14040,D140,D1,D,Fahrzeugsystemkonzepte,Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14060,D140,D1,D,Übergreifendes und Sonstiges im Bereich Raumtransport,Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14080,D140,D1,D,Studien im Bereich Raumtransport,Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14091,D140,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D14092,D140,D1,D,Beratungsgremien (SK),Raumtransport,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15010,D150,D1,D,D2 - Raumfahrtmissionsleistung,"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15020,D150,D1,D,Multidisziplinäre Raumfahrtmissionsleistungen,"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15030,D150,D1,D,Exploration,"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15060,D150,D1,D,Übergreifendes und Sonstiges im Bereich Raumstation und bemannte Raumfahrt,"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15080,D150,D1,D,Studien im Bereich Raumstation und bemannte Raumfahrt,"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15091,D150,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)","Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D15092,D150,D1,D,Beratungsgremien (SK),"Raumstation, bemannte Raumfahrt und Exploration",Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16010,D160,D1,D,Nutzlastentwicklungen und -technologien einschließlich Antennen im Rahmen der Satellitenkommunikation,Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16020,D160,D1,D,Busentwicklungen und -technologien im Rahmen der Satellitenkommunikation,Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16060,D160,D1,D,Übergreifendes und Sonstiges im Rahmen der Satellitenkommunikation,Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16080,D160,D1,D,Studien im Rahmen der Satellitenkommunikation,Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16091,D160,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D16092,D160,D1,D,Beratungsgremien (SK),Satellitenkommunikation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17010,D170,D1,D,Systemuntersuchungen und Technologie für die Satellitennavigation,Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17020,D170,D1,D,Pilot- und Demonstrationsvorhaben für Anwendungen der Satellitennavigation,Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17030,D170,D1,D,Empfänger- und Antennentechnologie für die Satellitennavigation,Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17060,D170,D1,D,Übergreifendes und Sonstiges im Rahmen der Satellitennavigation,Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17080,D170,D1,D,Studien im Rahmen der Satellitennavigation,Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17091,D170,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D17092,D170,D1,D,Beratungsgremien (SK),Satellitennavigation,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18010,D180,D1,D,Technik für Raumfahrtsysteme,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18015,D180,D1,D,Robotik für Raumfahrtsysteme,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18020,D180,D1,D,Produktsicherung im Rahmen der Weltraumforschung und Weltraumtechnik,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18030,D180,D1,D,KMU-Programm und Kommerzialisierung im Rahmen der Weltraumforschung und Weltraumtechnik,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18040,D180,D1,D,Betriebssysteme im Rahmen der Weltraumforschung und Weltraumtechnik,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18050,D180,D1,D,Schul- und Jugendprojekte,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18070,D180,D1,D,Anlagen der Industrieanlagen-Betriebsgesellschaft (IABG),Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18080,D180,D1,D,Strategische Studien im Rahmen der Weltraumforschung und Weltraumtechnik,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18090,D180,D1,D,Projektstabskosten,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18091,D180,D1,D,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18092,D180,D1,D,Beratungsgremien (SK),Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18098,D180,D1,D,Weiterbildung im Rahmen der Weltraumforschung und Weltraumtechnik (abgeschlossen),Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D18099,D180,D1,D,Sonstiges im Rahmen der Weltraumforschung und Weltraumtechnik,Technik für Raumfahrtsysteme und übrige Aktivitäten Weltraumforschung und Weltraumtechnik,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090289235
D19010,D190,D1,D,Kostenerstattung für die Deutsche Agentur für Raumfahrtangelegenheiten (DARA),Kostenerstattung für das deutsche Raumfahrtmanagement,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090268335
D19020,D190,D1,D,Kostenerstattung für das Raumfahrtmanagement beim Deutschen Zentrum für Luft- und Raumfahrt (DLR) und beim Forschungszentrum Jülich (KFA),Kostenerstattung für das deutsche Raumfahrtmanagement,Nationale Förderung von Weltraumforschung und Weltraumtechnik,Weltraumforschung und Weltraumtechnik,090268335
D20000,D200,D2,D,Europäische Weltraumorganisation (ESA),Europäische Weltraumorganisation (ESA),Europäische Weltraumorganisation (ESA),Weltraumforschung und Weltraumtechnik,090289601
E11110,E111,E1,E,Prospektion von Kohle,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11120,E111,E1,E,Exploration von Kohle,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11131,E111,E1,E,Gewinnung von Kohle - Vortriebs- und Abbautechnik,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11132,E111,E1,E,Gewinnung von Kohle - Bergbauplanung und Logistik,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11140,E111,E1,E,Aufbereitung von Kohle,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11150,E111,E1,E,Untertageumwandlung und Kohleforschung,"Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11180,E111,E1,E,"Sonstiges im Rahmen der Erkundung, Gewinnung und Aufbereitung von Kohle","Erkundung, Gewinnung und Aufbereitung von Kohle",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11211,E112,E1,E,Erdöl und Erdgas - Prospektion,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11212,E112,E1,E,Erdöl und Erdgas - Exploration,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11213,E112,E1,E,"Erdöl und Erdgas - Gewinnung, Transport und Speicherung","Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11219,E112,E1,E,Erdöl und Erdgas - Sonstiges,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11221,E112,E1,E,Bitumen und Schweröl - Gewinnungsmethoden,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11222,E112,E1,E,Bitumen und Schweröl - Aufbereitungsverfahren,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11229,E112,E1,E,Bitumen und Schweröl - Sonstiges,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11231,E112,E1,E,Tertiäre Erdölförderung - Chemikalienentwicklung,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11232,E112,E1,E,Tertiäre Erdölförderung - Feldversuche,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11239,E112,E1,E,Tertiäre Erdölförderung - Sonstiges,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11240,E112,E1,E,Tiefbohrtechnik für fossile Energieträger,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11250,E112,E1,E,Ölschiefer,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11260,E112,E1,E,Mikrobiologische Verfahren der Energietechnik - Erdöl,"Erkundung, Gewinnung und Aufbereitung anderer fossiler Energieträger",Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11311,E113,E1,E,Konventionelle Kraftwerkstechnik - Verfahrensentwicklung,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11312,E113,E1,E,Konventionelle Kraftwerkstechnik - Komponentenentwicklung,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11313,E113,E1,E,Konventionelle Kraftwerkstechnik - Umweltschutztechnik,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11314,E113,E1,E,Konventionelle Kraftwerkstechnik - Systemstudien,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11321,E113,E1,E,Fortgeschrittene Kraftwerkssysteme - Wirbelschichttechnik drucklos,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11322,E113,E1,E,Fortgeschrittene Kraftwerkssysteme - Wirbelschichttechnik unter Druck,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
E11323,E113,E1,E,Fortgeschrittene Kraftwerkssysteme - Kraftwerke mit Kohledruckvergasung,Feuerungs- und Kraftwerkstechnik für den Kohleeinsatz,Kohle und andere fossile Energieträger,Energieforschung und Energietechnologie,090289221
